sku,product_name,category,units_sold,ending_inventory,sell_through_rate,estimated_weekly_demand,reorder_point,recommended_reorder_qty,recommendation
21539,RED RETROSPOT BUTTER DISH,other,972,14,0.9858012170385395,18.241286863270776,109.44772117962466,95.0,Reorder immediately
84821,DANISH ROSE DELUXE COASTER,other,947,12,0.9874869655891554,17.77211796246649,106.63270777479893,95.0,Reorder immediately
22249,DECORATION WHITE CHICK MAGIC GARDEN,home decor,944,11,0.9884816753926702,17.715817694369974,106.29490616621985,95.0,Reorder immediately
21328,BALLOONS  WRITING SET ,kitchen,1342,57,0.9592566118656183,25.184986595174262,151.10991957104557,94.0,Reorder immediately
21896,POTTING SHED TWINE,kitchen,983,17,0.983,18.447721179624665,110.68632707774799,94.0,Reorder immediately
22715,CARD WEDDING DAY,gift/decorative,1543,81,0.9501231527093597,28.95710455764075,173.7426273458445,93.0,Reorder immediately
22433,WATERING CAN GREEN DINOSAUR,other,1394,64,0.9561042524005487,26.160857908847184,156.9651474530831,93.0,Reorder immediately
85049G,CHOCOLATE BOX RIBBONS ,home decor,1615,90,0.9472140762463344,30.308310991957104,181.84986595174263,92.0,Reorder immediately
21162,TOXIC AREA  DOOR HANGER ,home decor,1465,73,0.9525357607282184,27.49329758713137,164.95978552278822,92.0,Reorder immediately
23379,PACK OF 12 RED APPLE TISSUES,sets,1220,45,0.9644268774703557,22.89544235924933,137.37265415549598,92.0,Reorder immediately
21070,VINTAGE BILLBOARD MUG ,kitchen,1107,33,0.9710526315789474,20.77479892761394,124.64879356568363,92.0,Reorder immediately
22360,GLASS JAR ENGLISH CONFECTIONERY,kitchen,1016,22,0.9788053949903661,19.067024128686327,114.40214477211796,92.0,Reorder immediately
21015,DARK BIRD HOUSE TREE DECORATION,home decor,1485,76,0.9513132607303011,27.8686327077748,167.21179624664882,91.0,Reorder immediately
21533,RETROSPOT LARGE MILK JUG,other,1361,62,0.9564300773014758,25.541554959785522,153.24932975871315,91.0,Reorder immediately
22132,RED LOVE HEART SHAPE CUP,home decor,1038,26,0.9755639097744361,19.4798927613941,116.87935656836461,91.0,Reorder immediately
22228,BUNNY WOODEN PAINTED WITH BIRD ,other,1001,22,0.978494623655914,18.785522788203753,112.71313672922253,91.0,Reorder immediately
22055,MINI CAKE STAND  HANGING STRAWBERY,kitchen,1377,65,0.9549237170596394,25.841823056300267,155.0509383378016,90.0,Reorder immediately
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,home decor,1301,56,0.9587324981577008,24.41554959785523,146.49329758713137,90.0,Reorder immediately
23126,DOLLCRAFT GIRL AMELIE KIT,sets,1114,35,0.9695387293298521,20.906166219839143,125.43699731903486,90.0,Reorder immediately
17084N,FAIRY DREAMS INCENSE ,other,1264,53,0.9597570235383447,23.72117962466488,142.32707774798928,89.0,Reorder immediately
22982,PANTRY PASTRY BRUSH,kitchen,1155,41,0.9657190635451505,21.675603217158177,130.05361930294907,89.0,Reorder immediately
22345,PARTY PIZZA DISH BLUE POLKADOT,gift/decorative,1120,37,0.9680207433016422,21.01876675603217,126.11260053619303,89.0,Reorder immediately
21192,WHITE BELL HONEYCOMB PAPER ,stationery,1093,34,0.9698314108251996,20.51206434316354,123.07238605898124,89.0,Reorder immediately
22671,FRENCH LAUNDRY SIGN BLUE METAL,home decor,963,19,0.9806517311608961,18.072386058981234,108.4343163538874,89.0,Reorder immediately
23370,SET 36 COLOUR PENCILS DOILEY,sets,1555,87,0.9470158343483557,29.18230563002681,175.09383378016088,88.0,Reorder immediately
20963,APPLE BATH SPONGE,other,1338,63,0.9550321199143469,25.109919571045577,150.65951742627345,88.0,Reorder immediately
85035C,ROSE 3 WICK MORRIS BOX CANDLE,home decor,1152,42,0.964824120603015,21.619302949061662,129.71581769436997,88.0,Reorder immediately
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,home decor,993,24,0.976401179941003,18.635388739946382,111.8123324396783,88.0,Reorder immediately
85199L,LARGE HANGING IVORY & RED WOOD BIRD,other,977,22,0.977977977977978,18.335120643431637,110.01072386058982,88.0,Reorder immediately
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,home decor,966,21,0.9787234042553191,18.128686327077748,108.7721179624665,88.0,Reorder immediately
22779,WOODEN OWLS LIGHT GARLAND ,home decor,1540,86,0.947109471094711,28.900804289544237,173.4048257372654,87.0,Reorder immediately
21801,CHRISTMAS TREE DECORATION WITH BELL,home decor,1251,54,0.9586206896551724,23.47721179624665,140.8632707774799,87.0,Reorder immediately
48111,DOORMAT 3 SMILEY CATS,home decor,1175,45,0.9631147540983607,22.050938337801608,132.30563002680964,87.0,Reorder immediately
21123,SET/10 IVORY POLKADOT PARTY CANDLES,home decor,1145,42,0.9646166807076664,21.487935656836463,128.92761394101876,87.0,Reorder immediately
21922,UNION STRIPE WITH FRINGE  HAMMOCK,other,899,14,0.9846659364731654,16.871313672922252,101.2278820375335,87.0,Reorder immediately
11001,ASSTD DESIGN RACING CAR PEN,home decor,1615,96,0.9438924605493864,30.308310991957104,181.84986595174263,86.0,Reorder immediately
22746,POPPY'S PLAYHOUSE LIVINGROOM ,other,1451,77,0.949607329842932,27.230563002680967,163.3833780160858,86.0,Reorder immediately
22099,CARAVAN SQUARE TISSUE BOX,home decor,1446,77,0.9494418910045962,27.136729222520106,162.82037533512064,86.0,Reorder immediately
16238,PARTY TIME PENCIL ERASERS,gift/decorative,1398,71,0.9516678012253234,26.235924932975873,157.41554959785523,86.0,Reorder immediately
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,home decor,1359,67,0.9530154277699859,25.50402144772118,153.02412868632706,86.0,Reorder immediately
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",home decor,1263,56,0.9575435936315391,23.70241286863271,142.21447721179626,86.0,Reorder immediately
84510A,SET OF 4 ENGLISH ROSE COASTERS,sets,1201,49,0.9608,22.53887399463807,135.23324396782843,86.0,Reorder immediately
22110,BIRD HOUSE HOT WATER BOTTLE,kitchen,1173,46,0.9622641509433962,22.013404825737265,132.08042895442358,86.0,Reorder immediately
23534,STOP FOR TEA WALL ART,kitchen,1388,71,0.9513365318711446,26.048257372654156,156.28954423592495,85.0,Reorder immediately
22604,SET OF 4 NAPKIN CHARMS CUTLERY,kitchen,1253,56,0.9572192513368984,23.514745308310992,141.08847184986595,85.0,Reorder immediately
22371,AIRLINE BAG VINTAGE TOKYO 78,bags,1091,38,0.9663418954827281,20.474530831099194,122.84718498659517,85.0,Reorder immediately
22747,POPPY'S PLAYHOUSE BATHROOM,other,957,23,0.976530612244898,17.959785522788206,107.75871313672923,85.0,Reorder immediately
85017B,ENVELOPE 50 BLOSSOM IMAGES,other,1077,37,0.966786355475763,20.211796246648795,121.27077747989277,84.0,Reorder immediately
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,bags,943,22,0.9772020725388602,17.697050938337803,106.18230563002682,84.0,Reorder immediately
22768,FAMILY PHOTO FRAME CORNICE,home decor,868,14,0.9841269841269841,16.289544235924932,97.73726541554959,84.0,Reorder immediately
16033,MINI HIGHLIGHTER PENS,home decor,840,11,0.9870740305522914,15.764075067024129,94.58445040214477,84.0,Reorder immediately
23242,TREASURE TIN BUFFALO BILL ,kitchen,1476,83,0.9467607440667094,27.699731903485254,166.19839142091152,83.0,Reorder immediately
23323,WHITE WICKER STAR ,other,1473,83,0.9466580976863753,27.64343163538874,165.86058981233245,83.0,Reorder immediately
23162,REGENCY TEA STRAINER,kitchen,1412,76,0.9489247311827957,26.498659517426272,158.99195710455763,83.0,Reorder immediately
22274,FELTCRAFT DOLL EMILY,other,1347,69,0.951271186440678,25.278820375335123,151.67292225201072,83.0,Reorder immediately
22622,BOX OF VINTAGE ALPHABET BLOCKS,home decor,1342,68,0.9517730496453901,25.184986595174262,151.10991957104557,83.0,Reorder immediately
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,home decor,1278,61,0.9544436146377894,23.983914209115284,143.9034852546917,83.0,Reorder immediately
23433,HANGING QUILTED PATCHWORK APPLES,other,1258,59,0.9552012148823082,23.60857908847185,141.65147453083108,83.0,Reorder immediately
22700,BLACK AND WHITE DOG BOWL,kitchen,1198,52,0.9584,22.482573726541556,134.89544235924933,83.0,Reorder immediately
22532,MAGIC DRAWING SLATE LEAP FROG ,other,1072,38,0.9657657657657658,20.117962466487935,120.7077747989276,83.0,Reorder immediately
21198,WHITE HEART CONFETTI IN TUBE,home decor,1029,33,0.9689265536723164,19.31099195710456,115.86595174262735,83.0,Reorder immediately
21556,CERAMIC STRAWBERRY MONEY BOX,home decor,977,27,0.9731075697211156,18.335120643431637,110.01072386058982,83.0,Reorder immediately
22628,PICNIC BOXES SET OF 3 RETROSPOT ,home decor,966,26,0.9737903225806451,18.128686327077748,108.7721179624665,83.0,Reorder immediately
23131,MISTLETOE HEART WREATH CREAM,home decor,943,23,0.9761904761904762,17.697050938337803,106.18230563002682,83.0,Reorder immediately
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,home decor,934,22,0.9769874476987448,17.528150134048257,105.16890080428954,83.0,Reorder immediately
22678,FRENCH BLUE METAL DOOR SIGN 3,home decor,844,12,0.985981308411215,15.839142091152816,95.0348525469169,83.0,Reorder immediately
37327,ASSTD MULTICOLOUR CIRCLES MUG,kitchen,1579,96,0.9426865671641791,29.632707774798927,177.79624664879356,82.0,Reorder immediately
22580,ADVENT CALENDAR GINGHAM SACK,other,1313,66,0.9521392313270486,24.64075067024129,147.84450402144773,82.0,Reorder immediately
23217,LAUREL HEART ANTIQUE SILVER,home decor,1309,65,0.9526928675400291,24.5656836461126,147.3941018766756,82.0,Reorder immediately
23012,GLASS APOTHECARY BOTTLE PERFUME,kitchen,1074,39,0.9649595687331537,20.155495978552278,120.93297587131366,82.0,Reorder immediately
23061,VINTAGE EMBOSSED HEART,home decor,1033,34,0.9681349578256795,19.386058981233244,116.31635388739946,82.0,Reorder immediately
22179,SET 10 LIGHTS NIGHT OWL,home decor,967,27,0.9728370221327968,18.14745308310992,108.88471849865951,82.0,Reorder immediately
84817,DANISH ROSE DECORATIVE PLATE,home decor,951,25,0.9743852459016393,17.847184986595174,107.08310991957104,82.0,Reorder immediately
21817,GLITTER CHRISTMAS TREE,seasonal,912,21,0.977491961414791,17.115281501340483,102.6916890080429,82.0,Reorder immediately
23369,SET 36 COLOUR PENCILS LOVE LONDON,sets,1105,43,0.9625435540069687,20.737265415549597,124.42359249329758,81.0,Reorder immediately
84819,DANISH ROSE ROUND SEWING BOX,home decor,811,10,0.9878197320341048,15.219839142091153,91.31903485254692,81.0,Reorder immediately
20829,GLITTER HANGING BUTTERFLY STRING,other,1315,68,0.9508315256688359,24.67828418230563,148.0697050938338,80.0,Reorder immediately
22736,RIBBON REEL MAKING SNOWMEN ,gift/decorative,1233,59,0.9543343653250774,23.13941018766756,138.83646112600536,80.0,Reorder immediately
85049C,ROMANTIC PINKS RIBBONS ,gift/decorative,1217,57,0.9552590266875981,22.839142091152816,137.0348525469169,80.0,Reorder immediately
22286,"DECORATION , WOBBLY RABBIT , METAL ",home decor,1149,49,0.9590984974958264,21.56300268096515,129.37801608579088,80.0,Reorder immediately
21391,FRENCH LAVENDER SCENT HEART,home decor,1079,41,0.9633928571428572,20.249329758713138,121.49597855227883,80.0,Reorder immediately
23530,WALL ART ONLY ONE PERSON ,other,1062,40,0.9637023593466425,19.93029490616622,119.58176943699732,80.0,Reorder immediately
23220,REINDEER HEART DECORATION GOLD,home decor,994,32,0.9688109161793372,18.654155495978554,111.92493297587131,80.0,Reorder immediately
47504H,ENGLISH ROSE SPIRIT LEVEL ,other,978,30,0.9702380952380952,18.353887399463808,110.12332439678285,80.0,Reorder immediately
21208,PASTEL COLOUR HONEYCOMB FAN,other,940,26,0.9730848861283644,17.64075067024129,105.84450402144773,80.0,Reorder immediately
85131D,BEADED CRYSTAL HEART PINK ON STICK,home decor,850,16,0.9815242494226328,15.951742627345844,95.71045576407506,80.0,Reorder immediately
21949,SET OF 6 STRAWBERRY CHOPSTICKS,sets,801,10,0.9876695437731196,15.032171581769438,90.19302949061662,80.0,Reorder immediately
22613,PACK OF 20 SPACEBOY NAPKINS,sets,1538,94,0.9424019607843137,28.863270777479894,173.17962466487936,79.0,Reorder immediately
84818,DANISH ROSE PHOTO FRAME,home decor,1424,81,0.9461794019933555,26.723860589812332,160.343163538874,79.0,Reorder immediately
35923,CANDY HEART HANGING DECORATION,home decor,1318,69,0.9502523431867339,24.734584450402146,148.4075067024129,79.0,Reorder immediately
23226,FILIGREE HEART DAISY WHITE,home decor,1247,61,0.9533639143730887,23.402144772117964,140.41286863270778,79.0,Reorder immediately
22479,DAISY GARDEN MARKER,other,1139,49,0.9587542087542088,21.37533512064343,128.2520107238606,79.0,Reorder immediately
22210,WOOD STAMP SET BEST WISHES,sets,1019,36,0.9658767772511848,19.12332439678284,114.73994638069705,79.0,Reorder immediately
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,sets,896,22,0.9760348583877996,16.815013404825738,100.89008042895443,79.0,Reorder immediately
23249,VINTAGE RED ENAMEL TRIM PLATE,kitchen,854,17,0.9804822043628014,16.02680965147453,96.16085790884718,79.0,Reorder immediately
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,home decor,820,13,0.9843937575030012,15.388739946380698,92.33243967828419,79.0,Reorder immediately
48116,DOORMAT MULTICOLOUR STRIPE,home decor,1492,90,0.943109987357775,28.0,168.0,78.0,Reorder immediately
22051,BLUE SCANDINAVIAN PAISLEY WRAP,gift/decorative,1000,35,0.966183574879227,18.766756032171582,112.60053619302948,78.0,Reorder immediately
22686,FRENCH BLUE METAL DOOR SIGN No,home decor,993,34,0.9668938656280428,18.635388739946382,111.8123324396783,78.0,Reorder immediately
21789,KIDS RAIN MAC PINK,other,928,26,0.9727463312368972,17.41554959785523,104.49329758713137,78.0,Reorder immediately
22072,RED RETROSPOT TEA CUP AND SAUCER ,kitchen,854,18,0.9793577981651376,16.02680965147453,96.16085790884718,78.0,Reorder immediately
21561,DINOSAUR LUNCH BOX WITH CUTLERY,home decor,1281,67,0.9502967359050445,24.040214477211798,144.24128686327077,77.0,Reorder immediately
22784,LANTERN CREAM GAZEBO ,other,1281,67,0.9502967359050445,24.040214477211798,144.24128686327077,77.0,Reorder immediately
22050,PINK PAISLEY ROSE GIFT WRAP,gift/decorative,1225,61,0.9525660964230172,22.989276139410187,137.93565683646113,77.0,Reorder immediately
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,home decor,1201,58,0.9539316918189039,22.53887399463807,135.23324396782843,77.0,Reorder immediately
23250,VINTAGE RED TRIM ENAMEL BOWL ,kitchen,1179,56,0.9546558704453442,22.126005361930297,132.75603217158178,77.0,Reorder immediately
21397,BLUE POLKADOT EGG CUP ,kitchen,1075,44,0.9606791778373548,20.174262734584453,121.04557640750672,77.0,Reorder immediately
85131A,BEADED PEARL HEART WHITE ON STICK,home decor,996,35,0.9660523763336566,18.691689008042896,112.15013404825737,77.0,Reorder immediately
22977,DOLLY GIRL CHILDRENS EGG CUP,kitchen,951,30,0.9694189602446484,17.847184986595174,107.08310991957104,77.0,Reorder immediately
23541,WALL ART CLASSIC PUDDINGS ,other,872,21,0.9764837625979843,16.36461126005362,98.18766756032173,77.0,Reorder immediately
23461,SWEETHEART BIRD HOUSE,home decor,857,19,0.978310502283105,16.083109919571047,96.49865951742629,77.0,Reorder immediately
23133,LARGE IVORY HEART WALL ORGANISER,home decor,782,11,0.9861286254728878,14.675603217158177,88.05361930294906,77.0,Reorder immediately
10125,MINI FUNKY DESIGN TAPES,home decor,1296,70,0.9487554904831625,24.321715817694372,145.93029490616624,76.0,Reorder immediately
23237,SET OF 4 KNICK KNACK TINS LEAVES ,kitchen,1054,43,0.9608021877848678,19.780160857908847,118.68096514745308,76.0,Reorder immediately
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,kitchen,884,24,0.973568281938326,16.589812332439678,99.53887399463807,76.0,Reorder immediately
22044,CHRISTMAS CARD STACK OF PRESENTS,gift/decorative,816,17,0.9795918367346939,15.31367292225201,91.88203753351206,75.0,Reorder immediately
23068,ALUMINIUM STAMPED HEART,home decor,813,17,0.9795180722891567,15.257372654155496,91.54423592493298,75.0,Reorder immediately
22349,DOG BOWL CHASING BALL DESIGN,home decor,1368,80,0.9447513812154696,25.672922252010725,154.03753351206436,74.0,Reorder immediately
22731,3D CHRISTMAS STAMPS STICKERS ,seasonal,1172,58,0.9528455284552846,21.994638069705093,131.96782841823057,74.0,Reorder immediately
23134,LARGE ZINC HEART WALL ORGANISER,home decor,1065,46,0.9585958595859586,19.986595174262735,119.91957104557642,74.0,Reorder immediately
22070,SMALL RED RETROSPOT MUG IN BOX ,home decor,949,33,0.9663951120162932,17.80965147453083,106.85790884718499,74.0,Reorder immediately
22258,FELT FARM ANIMAL RABBIT,other,912,29,0.9691817215727949,17.115281501340483,102.6916890080429,74.0,Reorder immediately
22133,PINK LOVE HEART SHAPE CUP,home decor,816,18,0.9784172661870504,15.31367292225201,91.88203753351206,74.0,Reorder immediately
22634,CHILDS BREAKFAST SET SPACEBOY ,sets,766,12,0.9845758354755784,14.375335120643433,86.2520107238606,74.0,Reorder immediately
16236,KITTY PENCIL ERASERS,sets,1438,89,0.9417157825802227,26.986595174262735,161.91957104557642,73.0,Reorder immediately
22035,VINTAGE CARAVAN GREETING CARD ,kitchen,1464,93,0.9402697495183044,27.474530831099194,164.84718498659515,72.0,Reorder immediately
22089,PAPER BUNTING VINTAGE PAISLEY,kitchen,1424,88,0.9417989417989417,26.723860589812332,160.343163538874,72.0,Reorder immediately
21215,IVORY PAPER CUP CAKE CASES ,kitchen,1089,51,0.9552631578947368,20.43699731903485,122.62198391420911,72.0,Reorder immediately
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,home decor,949,35,0.9644308943089431,17.80965147453083,106.85790884718499,72.0,Reorder immediately
22650,CERAMIC PIRATE CHEST MONEY BANK,other,860,25,0.9717514124293786,16.13941018766756,96.83646112600536,72.0,Reorder immediately
22680,FRENCH BLUE METAL DOOR SIGN 5,home decor,844,23,0.9734717416378316,15.839142091152816,95.0348525469169,72.0,Reorder immediately
23390,DOLLY GIRL MINI BACKPACK,bags,751,13,0.9829842931937173,14.093833780160859,84.56300268096516,72.0,Reorder immediately
22947,WOODEN ADVENT CALENDAR RED,other,746,12,0.9841688654353562,14.0,84.0,72.0,Reorder immediately
22193,RED DINER WALL CLOCK,home decor,1403,87,0.9416107382550336,26.32975871313673,157.9785522788204,71.0,Reorder immediately
23189,SET OF 12 FORK CANDLES,home decor,1249,70,0.9469294920394238,23.439678284182307,140.63806970509384,71.0,Reorder immediately
22821,GIFT BAG PSYCHEDELIC APPLES,bags,1183,62,0.9502008032128514,22.201072386058982,133.2064343163539,71.0,Reorder immediately
85034C,3 ROSE MORRIS BOXED CANDLES,home decor,1133,57,0.9521008403361344,21.262734584450403,127.57640750670242,71.0,Reorder immediately
21447,12 IVORY ROSE PEG PLACE SETTINGS,kitchen,969,38,0.9622641509433962,18.184986595174262,109.10991957104557,71.0,Reorder immediately
21745,GAOLERS KEYS DECORATIVE GARDEN ,home decor,938,35,0.9640287769784173,17.603217158176943,105.61930294906165,71.0,Reorder immediately
20966,SANDWICH BATH SPONGE,other,719,10,0.9862825788751715,13.493297587131368,80.95978552278821,71.0,Reorder immediately
22505,MEMO BOARD COTTAGE DESIGN,home decor,1461,95,0.9389460154241646,27.41823056300268,164.50938337801608,70.0,Reorder immediately
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,stationery,1119,56,0.9523404255319149,21.0,126.0,70.0,Reorder immediately
21677,HEARTS  STICKERS,home decor,835,24,0.9720605355064028,15.670241286863272,94.02144772117963,70.0,Reorder immediately
21586,KINGS CHOICE GIANT TUBE MATCHES,other,743,14,0.9815059445178336,13.943699731903486,83.66219839142092,70.0,Reorder immediately
21716,BOYS VINTAGE TIN SEASIDE BUCKET,kitchen,1441,93,0.939374185136897,27.04289544235925,162.2573726541555,69.0,Reorder immediately
22101,MIRROR MOSAIC VOTIVE HOLDER,home decor,1438,93,0.9392553886348791,26.986595174262735,161.91957104557642,69.0,Reorder immediately
22350,ILLUSTRATED CAT BOWL ,kitchen,1410,90,0.94,26.46112600536193,158.76675603217157,69.0,Reorder immediately
79030G,"TUMBLER, NEW ENGLAND",other,1409,90,0.9399599733155437,26.44235924932976,158.65415549597856,69.0,Reorder immediately
22973,CHILDREN'S CIRCUS PARADE MUG,kitchen,1261,73,0.9452773613193404,23.664879356568367,141.9892761394102,69.0,Reorder immediately
22211,WOOD STAMP SET FLOWERS,home decor,1009,45,0.9573055028462998,18.935656836461128,113.61394101876677,69.0,Reorder immediately
20751,FUNKY WASHING UP GLOVES ASSORTED,other,1003,44,0.9579751671442216,18.823056300268096,112.93833780160858,69.0,Reorder immediately
22284,HEN HOUSE DECORATION,home decor,954,38,0.9616935483870968,17.903485254691688,107.42091152815013,69.0,Reorder immediately
84006,MAGIC TREE -PAPER FLOWERS,home decor,919,34,0.9643231899265478,17.246648793565683,103.4798927613941,69.0,Reorder immediately
85032B,BLOSSOM IMAGES GIFT WRAP SET,gift/decorative,798,21,0.9743589743589743,14.975871313672922,89.85522788203752,69.0,Reorder immediately
22897,OVEN MITT APPLES DESIGN,home decor,1352,84,0.9415041782729805,25.37265415549598,152.23592493297588,68.0,Reorder immediately
23086,ZINC  STAR T-LIGHT HOLDER ,home decor,1228,70,0.9460708782742681,23.045576407506704,138.27345844504023,68.0,Reorder immediately
21199,PINK  HEART CONFETTI IN TUBE,home decor,966,41,0.9592850049652433,18.128686327077748,108.7721179624665,68.0,Reorder immediately
22315,200 RED + WHITE BENDY STRAWS,other,918,35,0.9632738719832109,17.22788203753351,103.36729222520107,68.0,Reorder immediately
23432,PRETTY HANGING QUILTED HEARTS,home decor,1278,77,0.9431734317343173,23.983914209115284,143.9034852546917,67.0,Reorder immediately
21096,SET/6 FRUIT SALAD  PAPER PLATES,kitchen,1259,75,0.9437781109445277,23.62734584450402,141.76407506702412,67.0,Reorder immediately
85206A,CREAM FELT EASTER EGG BASKET,seasonal,976,43,0.957801766437684,18.316353887399465,109.89812332439679,67.0,Reorder immediately
23566,EGG CUP MILKMAID HEIDI,kitchen,883,32,0.9650273224043716,16.571045576407506,99.42627345844504,67.0,Reorder immediately
22400,MAGNETS PACK OF 4 HOME SWEET HOME,sets,1400,92,0.938337801608579,26.273458445040216,157.6407506702413,66.0,Reorder immediately
22717,CARD DOG AND BALL ,gift/decorative,1229,72,0.9446579554189085,23.064343163538876,138.38605898123325,66.0,Reorder immediately
23127,DOLLCRAFT GIRL NICOLE,other,737,17,0.9774535809018567,13.831099195710456,82.98659517426273,66.0,Reorder immediately
22737,RIBBON REEL CHRISTMAS PRESENT ,gift/decorative,1389,91,0.9385135135135135,26.067024128686327,156.40214477211796,65.0,Reorder immediately
22209,WOOD STAMP SET HAPPY BIRTHDAY,sets,950,42,0.9576612903225806,17.828418230563003,106.97050938337802,65.0,Reorder immediately
22820,GIFT BAG BIRTHDAY,bags,940,41,0.9582059123343527,17.64075067024129,105.84450402144773,65.0,Reorder immediately
22847,BREAD BIN DINER STYLE IVORY,other,905,37,0.9607218683651805,16.98391420911528,101.90348525469167,65.0,Reorder immediately
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,other,879,34,0.9627601314348302,16.49597855227882,98.97587131367293,65.0,Reorder immediately
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,gift/decorative,827,28,0.9672514619883041,15.520107238605899,93.12064343163539,65.0,Reorder immediately
22931,BAKING MOULD HEART WHITE CHOCOLATE,home decor,815,27,0.9679334916864608,15.294906166219839,91.76943699731903,65.0,Reorder immediately
21354,TOAST ITS - BEST MUM,other,801,25,0.9697336561743342,15.032171581769438,90.19302949061662,65.0,Reorder immediately
35598D,PINK/WHITE CHRISTMAS TREE 60CM,seasonal,684,12,0.9827586206896551,12.836461126005362,77.01876675603218,65.0,Reorder immediately
23031,DRAWER KNOB CRACKLE GLAZE PINK,home decor,1296,82,0.9404934687953556,24.321715817694372,145.93029490616624,64.0,Reorder immediately
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,bags,1117,62,0.9474130619168787,20.962466487935657,125.77479892761394,64.0,Reorder immediately
79191C,RETRO PLASTIC ELEPHANT TRAY,kitchen,1105,60,0.9484978540772532,20.737265415549597,124.42359249329758,64.0,Reorder immediately
21217,RED RETROSPOT ROUND CAKE TINS,kitchen,1089,59,0.9486062717770035,20.43699731903485,122.62198391420911,64.0,Reorder immediately
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",kitchen,937,42,0.9570990806945863,17.58445040214477,105.50670241286863,64.0,Reorder immediately
21041,RED RETROSPOT OVEN GLOVE DOUBLE,other,921,40,0.9583766909469302,17.284182305630026,103.70509383378015,64.0,Reorder immediately
21713,CITRONELLA CANDLE FLOWERPOT,home decor,795,26,0.9683313032886723,14.919571045576408,89.51742627345845,64.0,Reorder immediately
85202,HANGING WOOD AND FELT HEART,home decor,676,12,0.9825581395348837,12.68632707774799,76.11796246648794,64.0,Reorder immediately
22709,WRAP WEDDING DAY,gift/decorative,1325,86,0.9390503189227498,24.865951742627345,149.19571045576407,63.0,Reorder immediately
23426,METAL SIGN DROP YOUR PANTS,home decor,1277,81,0.9403534609720177,23.96514745308311,143.79088471849866,63.0,Reorder immediately
22837,HOT WATER BOTTLE BABUSHKA ,kitchen,1174,69,0.9444891391794047,22.032171581769436,132.19302949061662,63.0,Reorder immediately
22582,PACK OF 6 SWEETIE GIFT BOXES,home decor,1061,56,0.9498657117278424,19.91152815013405,119.4691689008043,63.0,Reorder immediately
22955,36 FOIL STAR CAKE CASES ,kitchen,1048,55,0.9501359927470535,19.66756032171582,118.00536193029491,63.0,Reorder immediately
23404,HOME SWEET HOME BLACKBOARD,other,1011,51,0.9519774011299436,18.97319034852547,113.83914209115282,63.0,Reorder immediately
22562,MONSTERS STENCIL CRAFT,other,1421,98,0.9354838709677419,26.66756032171582,160.0053619302949,62.0,Reorder immediately
22780,LIGHT GARLAND BUTTERFILES PINK,home decor,1346,90,0.9373259052924791,25.26005361930295,151.5603217158177,62.0,Reorder immediately
23281,FOLDING BUTTERFLY MIRROR RED  ,home decor,1280,82,0.9397944199706314,24.021447721179626,144.12868632707776,62.0,Reorder immediately
21259,VICTORIAN SEWING BOX SMALL ,home decor,1184,71,0.9434262948207172,22.219839142091153,133.3190348525469,62.0,Reorder immediately
22230,JIGSAW TREE WITH WATERING CAN,seasonal,1048,56,0.9492753623188406,19.66756032171582,118.00536193029491,62.0,Reorder immediately
21564,PINK  HEART SHAPE LOVE BUCKET ,home decor,1042,55,0.9498632634457612,19.55495978552279,117.32975871313674,62.0,Reorder immediately
23283,DOORMAT VINTAGE LEAVES DESIGN ,home decor,994,50,0.9521072796934866,18.654155495978554,111.92493297587131,62.0,Reorder immediately
23013,GLASS APOTHECARY BOTTLE TONIC,kitchen,925,42,0.9565667011375388,17.359249329758715,104.1554959785523,62.0,Reorder immediately
85231B,CINAMMON SET OF 9 T-LIGHTS,home decor,868,36,0.9601769911504425,16.289544235924932,97.73726541554959,62.0,Reorder immediately
21620,SET OF 4 ROSE BOTANICAL CANDLES,home decor,897,40,0.9573105656350054,16.83378016085791,101.00268096514745,61.0,Reorder immediately
22696,WICKER WREATH LARGE,other,731,21,0.9720744680851063,13.718498659517426,82.31099195710456,61.0,Reorder immediately
22524,CHILDRENS GARDEN GLOVES BLUE,other,642,11,0.9831546707503829,12.048257372654156,72.28954423592494,61.0,Reorder immediately
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,stationery,1265,82,0.9391239792130661,23.739946380697052,142.43967828418232,60.0,Reorder immediately
