sku,product_name,category,units_sold,ending_inventory,sell_through_rate,inventory_turnover
35909A,RABBIT EASTER DECORATION,home decor,8,78,0.09302325581395349,0.0975609756097561
72798C,SET/4 GARDEN ROSE DINNER CANDLE,home decor,7,68,0.09333333333333334,0.0979020979020979
79192A,RETRO PLASTIC 70'S TRAY,kitchen,3,29,0.09375,0.09836065573770492
90011D,PURPLE CRYSTAL DROP EARRINGS,other,3,29,0.09375,0.09836065573770492
90188,DROP EARRINGS W FLOWER & LEAF,home decor,10,95,0.09523809523809523,0.1
90162D,ANT SILVER PURPLE BOUDICCA RING,other,10,95,0.09523809523809523,0.1
84856S,SMALL TAHITI BEACH BAG,bags,4,38,0.09523809523809523,0.1
84963A,PINK PAINTED KASHMIRI CHAIR,other,4,38,0.09523809523809523,0.1
23638,SET 10 CARDS ROBIN WATERPUMP  17096,gift/decorative,2,19,0.09523809523809523,0.1
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,home decor,4,37,0.0975609756097561,0.10256410256410256
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,other,10,92,0.09803921568627451,0.10309278350515463
84968a,SET OF 16 VINTAGE ROSE CUTLERY,kitchen,5,46,0.09803921568627451,0.10309278350515463
90199D,5 STRAND GLASS NECKLACE AMBER,kitchen,6,53,0.1016949152542373,0.10714285714285714
84387A,BIRD ON BRANCH CANVAS SCREEN,other,11,97,0.10185185185185185,0.1073170731707317
90041,PEARL AND CHERRY QUARTZ BRACLET,other,5,44,0.10204081632653061,0.10752688172043011
84922,PINK BUTTERFLY WASHBAG,bags,9,79,0.10227272727272728,0.10778443113772455
84206C,CHAMPAGNE TRAY BLANK CARD,kitchen,8,70,0.10256410256410256,0.10810810810810811
72815,3 WICK CHRISTMAS BRIAR CANDLE ,home decor,3,26,0.10344827586206896,0.10909090909090909
90042A,FRESHWATER PEARL BRACELET GOLD,other,3,26,0.10344827586206896,0.10909090909090909
22828,REGENCY MIRROR WITH SHUTTERS,home decor,10,86,0.10416666666666667,0.10989010989010989
23639,SET 10 CARDS MAGICAL TREE 17086,gift/decorative,4,34,0.10526315789473684,0.1111111111111111
23702,High Resolution Image,other,4,34,0.10526315789473684,0.1111111111111111
21594,Dr. Jam's Arouzer Stress Ball,other,2,17,0.10526315789473684,0.1111111111111111
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,kitchen,2,17,0.10526315789473684,0.1111111111111111
84873A,FUNKY FLOWER PICNIC BAG FOR 4,home decor,2,17,0.10526315789473684,0.1111111111111111
72821,CUPID SCENTED CANDLE IN GLASS,home decor,11,92,0.10679611650485436,0.11282051282051282
23640,SET 10 CARDS SCOTTIE DOG 17211,gift/decorative,9,75,0.10714285714285714,0.11320754716981132
23637,SET 10 CARDS OUT OF ORDER 17216,gift/decorative,11,91,0.10784313725490197,0.11398963730569948
90206A,GOLD DIAMANTE STAR BROOCH,other,12,99,0.10810810810810811,0.11428571428571428
84465,15 PINK FLUFFY CHICKS IN BOX,home decor,10,82,0.10869565217391304,0.11494252873563218
90212B,JET BLACK LAS VEGAS BRACELET ROUND,other,10,81,0.10989010989010989,0.11627906976744186
46776f,WOVEN ROSE GARDEN CUSHION COVER ,other,7,56,0.1111111111111111,0.11764705882352941
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,kitchen,7,56,0.1111111111111111,0.11764705882352941
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,home decor,3,24,0.1111111111111111,0.11764705882352941
20851,ZINC HEART LATTICE TRAY OVAL ,home decor,9,71,0.1125,0.11920529801324503
90199A,5 STRAND GLASS NECKLACE BLACK,kitchen,11,86,0.1134020618556701,0.12021857923497267
90102,WHITE FRANGIPANI HAIR CLIP,kitchen,10,77,0.11494252873563218,0.12195121951219512
90037B,TINY CRYSTAL BRACELET GREEN,kitchen,10,77,0.11494252873563218,0.12195121951219512
90054,CRACKED GLAZE EARRINGS RED,other,9,69,0.11538461538461539,0.12244897959183673
90162A,ANT SILVER TURQUOISE BOUDICCA RING,other,6,46,0.11538461538461539,0.12244897959183673
20910,VINTAGE PHOTO ALBUM PARIS DAYS,other,8,61,0.11594202898550725,0.12307692307692308
23620,SET 10 CARDS PERFECT POST 17090,gift/decorative,10,76,0.11627906976744186,0.12345679012345678
21416,CLAM SHELL LARGE,other,5,38,0.11627906976744186,0.12345679012345678
90035A,"PEARL & SHELL 42""NECKL. GREEN",other,5,38,0.11627906976744186,0.12345679012345678
90018C,SILVER BLACK ORBIT DROP EARRINGS,other,12,91,0.11650485436893204,0.12371134020618557
90124B,BLUE MURANO TWIST NECKLACE,other,12,91,0.11650485436893204,0.12371134020618557
90010B,BLACK/WHITE GLASS/SILVER BRACELET,kitchen,11,83,0.11702127659574468,0.12429378531073447
90163A,PINK ROSEBUD & PEARL NECKLACE,other,12,90,0.11764705882352941,0.125
84596e,SMALL LICORICE DES PINK BOWL,kitchen,10,75,0.11764705882352941,0.125
79323B,BLACK CHERRY LIGHTS,home decor,8,60,0.11764705882352941,0.125
85160A,WHITE BIRD GARDEN DESIGN MUG,home decor,6,45,0.11764705882352941,0.125
47570b,TEA TIME TABLE CLOTH,kitchen,2,15,0.11764705882352941,0.125
S,SAMPLES,other,2,15,0.11764705882352941,0.125
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,kitchen,11,82,0.11827956989247312,0.12571428571428572
90183C,BLACK DROP EARRINGS W LONG BEADS,other,9,67,0.11842105263157894,0.1258741258741259
10123C,HEARTS WRAPPING TAPE ,home decor,5,37,0.11904761904761904,0.12658227848101267
PADS,PADS TO MATCH ALL CUSHIONS,other,3,22,0.12,0.1276595744680851
90002D,FLOWER BURST SILVER RING CRYSTAL,home decor,13,95,0.12037037037037036,0.12807881773399016
84984D,ORIENTAL RED CUSHION COVER ,other,13,94,0.12149532710280374,0.12935323383084577
21144,PINK POODLE HANGING DECORATION ,home decor,5,36,0.12195121951219512,0.12987012987012986
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,other,12,86,0.12244897959183673,0.13043478260869565
22351,DOTCOMGIFTSHOP TEA TOWEL,kitchen,13,93,0.12264150943396226,0.1306532663316583
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,gift/decorative,13,93,0.12264150943396226,0.1306532663316583
37351,ORANGE FLOWER MUG ,home decor,10,71,0.12345679012345678,0.13157894736842105
85195,HANGING HEART BASKET,home decor,11,78,0.12359550561797752,0.1317365269461078
90167,BEADED LOVE HEART JEWELLERY SET,home decor,10,70,0.125,0.13333333333333333
90175C,BLUE GLASS CHUNKY CHARM BRACELET,kitchen,9,63,0.125,0.13333333333333333
21757,LIGHTHOUSE PRINTED METAL SIGN,home decor,6,42,0.125,0.13333333333333333
85136B,BLUE SHARK HELICOPTER,other,2,14,0.125,0.13333333333333333
35400,WOODEN BOX ADVENT CALENDAR ,home decor,10,69,0.12658227848101267,0.13513513513513514
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,other,9,62,0.1267605633802817,0.13533834586466165
90186A,AMETHYST HOOP EARRING FLORAL LEAF,other,12,82,0.1276595744680851,0.13636363636363635
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",home decor,5,34,0.1282051282051282,0.136986301369863
84706D,CHERRY BLOSSOM TABLE CLOCK ,home decor,8,54,0.12903225806451613,0.13793103448275862
23463,VINTAGE ZINC WATERING CAN,other,13,87,0.13,0.13903743315508021
90019C,SILVER BLACK ORBIT BRACELET,other,13,87,0.13,0.13903743315508021
17174,ASSTD RASTA KEY-CHAINS,other,9,60,0.13043478260869565,0.13953488372093023
84575A,PINK DOG CANNISTER,other,14,93,0.1308411214953271,0.14
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,other,14,93,0.1308411214953271,0.14
84824,DANISH ROSE UMBRELLA STAND,other,2,13,0.13333333333333333,0.14285714285714285
84990,60 GOLD AND SILVER FAIRY CAKE CASES,kitchen,2,13,0.13333333333333333,0.14285714285714285
82605,OLD DOC RUSSEL METAL SIGN,home decor,14,90,0.1346153846153846,0.14432989690721648
90023,FILIGREE DIAMANTE EARRINGS,other,13,83,0.13541666666666666,0.1452513966480447
84679,CLASSICAL ROSE TABLE LAMP,home decor,6,38,0.13636363636363635,0.14634146341463414
45013,FOLDING SHOE TIDY,other,3,19,0.13636363636363635,0.14634146341463414
90051,CRACKED GLAZE NECKLACE RED,other,10,63,0.136986301369863,0.14705882352941177
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,stationery,10,63,0.136986301369863,0.14705882352941177
90050,CRACKED GLAZE NECKLACE IVORY,other,8,50,0.13793103448275862,0.14814814814814814
90190B,GOLD/AMBER DROP EARRINGS W LEAF,other,13,81,0.13829787234042554,0.14857142857142858
90123C,GREEN HEART OF GLASS BRACELET,home decor,14,87,0.13861386138613863,0.14893617021276595
90122B,JADE CRYSTAL+GLASS BRACELET,kitchen,6,37,0.13953488372093023,0.15
48173c,DOORMAT BLACK FLOCK ,home decor,15,92,0.14018691588785046,0.1507537688442211
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,other,16,98,0.14035087719298245,0.1509433962264151
35809a,ENAMEL PINK TEA CONTAINER,kitchen,9,55,0.140625,0.15126050420168066
90040A,MURANO STYLE GLASS BRACELET RED,kitchen,14,85,0.1414141414141414,0.15217391304347827
23574,PACKING CHARGE,sets,14,84,0.14285714285714285,0.15384615384615385
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,gift/decorative,7,42,0.14285714285714285,0.15384615384615385
84840,SWEETHEART CARRY-ALL BASKET,home decor,6,36,0.14285714285714285,0.15384615384615385
21681,GIANT MEDINA STAMPED METAL BOWL ,kitchen,2,12,0.14285714285714285,0.15384615384615385
35598C,WHITE CHRISTMAS TREE 60CM,seasonal,2,12,0.14285714285714285,0.15384615384615385
35910B,PINK FLOWERS RABBIT EASTER,home decor,13,77,0.14444444444444443,0.15568862275449102
21370,MIRRORED WALL ART FOXY,home decor,16,94,0.14545454545454545,0.1568627450980392
16202A,PASTEL PINK PHOTO ALBUM ,other,7,41,0.14583333333333334,0.15730337078651685
85067,CREAM SWEETHEART WALL CABINET,home decor,7,40,0.14893617021276595,0.16091954022988506
17028J,INCENSE BAZAAR PEACH,other,6,34,0.15,0.16216216216216217
84617,NEW BAROQUE BLACK BOXES,home decor,3,17,0.15,0.16216216216216217
90027B,GLASS BEAD HOOP EARRINGS MONTANA,kitchen,3,17,0.15,0.16216216216216217
23646,SET 10 CARDS JINGLE BELLS 16957,gift/decorative,8,45,0.1509433962264151,0.16326530612244897
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,home decor,5,28,0.15151515151515152,0.16393442622950818
84881,BLUE WIRE SPIRAL CANDLE HOLDER,home decor,12,67,0.1518987341772152,0.1643835616438356
84706F,RED PEONY TABLE CLOCK,home decor,16,88,0.15384615384615385,0.16666666666666666
90067A,PINK VINTAGE VICTORIAN EARRINGS,other,14,77,0.15384615384615385,0.16666666666666666
62043B,BLUE CHECK BAG W HANDLE 34X20CM,bags,17,93,0.15454545454545454,0.16748768472906403
90024B,NEW BAROQUE B'FLY NECKLACE RED,other,8,43,0.1568627450980392,0.1702127659574468
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",home decor,8,43,0.1568627450980392,0.1702127659574468
84842,HELLO SAILOR BATHROOM SET,sets,14,75,0.15730337078651685,0.17073170731707318
90146,FINE SILVER NECKLACE W PASTEL FLOWE,other,17,91,0.1574074074074074,0.1708542713567839
84462,3 PINK HEN+CHICKS IN BASKET,other,12,64,0.15789473684210525,0.17142857142857143
84705C,PINK FLOCK PHOTO FRAME ,home decor,12,64,0.15789473684210525,0.17142857142857143
21275,ZINC TOP  2 DOOR WOODEN SHELF ,home decor,13,69,0.15853658536585366,0.17218543046357615
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,gift/decorative,10,53,0.15873015873015872,0.1724137931034483
90177A,CLASSIC DIAMANTE EARRINGS JET,other,14,74,0.1590909090909091,0.1728395061728395
82011A,"BATHROOM SCALES, TROPICAL BEACH",other,18,95,0.1592920353982301,0.17307692307692307
90039B,FIRE POLISHED GLASS BRACELET MONTAN,kitchen,11,58,0.15942028985507245,0.1732283464566929
90011B,BLACK CRYSTAL DROP EARRINGS,other,12,63,0.16,0.17391304347826086
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,home decor,4,21,0.16,0.17391304347826086
84497,BUTTONS AND STRIPES NOTEBOOK ,stationery,13,68,0.16049382716049382,0.174496644295302
21344,MOROCCAN BEATEN METAL DISH,other,15,78,0.16129032258064516,0.17543859649122806
22769,CHALKBOARD KITCHEN ORGANISER,kitchen,11,57,0.16176470588235295,0.176
21777,RECIPE BOX WITH METAL HEART,home decor,12,62,0.16216216216216217,0.17647058823529413
84816,DANISH ROSE BEDSIDE CABINET,other,13,67,0.1625,0.17687074829931973
85089,CANDY SPOT BUNNY,other,14,72,0.16279069767441862,0.17721518987341772
85132b,CHARLIE AND LOLA TABLE TINS,kitchen,9,46,0.16363636363636364,0.1782178217821782
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,other,13,66,0.16455696202531644,0.1793103448275862
72783,BLACK SIL'T SQU CANDLE PLATE ,home decor,16,81,0.16494845360824742,0.1797752808988764
90195A,PURPLE GEMSTONE BRACELET,other,19,95,0.16666666666666666,0.18181818181818182
84746,PINK EASTER HENS+FLOWER,home decor,14,70,0.16666666666666666,0.18181818181818182
79151B,"SILICON CUBE 25W, BLUE",other,11,55,0.16666666666666666,0.18181818181818182
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,home decor,6,30,0.16666666666666666,0.18181818181818182
84509g,SET OF 4 FAIRY CAKE PLACEMATS ,kitchen,2,10,0.16666666666666666,0.18181818181818182
84522,PINK PARTY SUNGLASSES,kitchen,20,98,0.1694915254237288,0.18518518518518517
90076,MONTANA DIAMOND CLUSTER EARRINGS,other,9,44,0.16981132075471697,0.18556701030927836
23616,SET 10 CARDS JINGLE BELLS 17217,gift/decorative,8,39,0.1702127659574468,0.18604651162790697
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,home decor,7,34,0.17073170731707318,0.18666666666666668
90199C,5 STRAND GLASS NECKLACE CRYSTAL,kitchen,20,96,0.1724137931034483,0.18867924528301888
79157V,UBO-LIGHT TRIOBASE PURPLE,home decor,5,24,0.1724137931034483,0.18867924528301888
23464,VINTAGE ZINC WATERING CAN SMALL,other,18,86,0.17307692307692307,0.18947368421052632
44091A,BLUE CRUSOE CHECK LAMPSHADE,home decor,9,43,0.17307692307692307,0.18947368421052632
20698,LITTLE PINK MONSTER SOFT TOY,other,17,81,0.17346938775510204,0.18994413407821228
21692,SILVER LATTICE VANILLA CANDLE POT,home decor,17,81,0.17346938775510204,0.18994413407821228
84795b,SUNSET CHECK HAMMOCK,sets,16,76,0.17391304347826086,0.19047619047619047
85109,PINK BOUDOIR T-LIGHT HOLDER,home decor,12,57,0.17391304347826086,0.19047619047619047
79149B,SILICON STAR BULB  BLUE,other,18,85,0.17475728155339806,0.19148936170212766
90032,IVORY SHELL HEART NECKLACE,home decor,21,99,0.175,0.1917808219178082
90070,RUBY GLASS CLUSTER BRACELET,kitchen,20,94,0.17543859649122806,0.19230769230769232
46000P,POLYESTER FILLER PAD 65CMx65CM,other,18,84,0.17647058823529413,0.1935483870967742
44242A,LILAC FEATHERS CURTAIN,other,12,56,0.17647058823529413,0.1935483870967742
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,gift/decorative,9,42,0.17647058823529413,0.1935483870967742
71215,METAL BASE FOR CANDLES,home decor,11,51,0.1774193548387097,0.19469026548672566
90038B,GLASS AND PAINTED BEADS BRACELET OL,kitchen,13,60,0.1780821917808219,0.19548872180451127
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,sets,15,69,0.17857142857142858,0.19607843137254902
20695,FLORAL BLUE MONSTER,other,5,23,0.17857142857142858,0.19607843137254902
21538,DAIRY MAID  PUDDING BOWL,kitchen,5,23,0.17857142857142858,0.19607843137254902
BANK CHARGES,Bank Charges,other,12,55,0.1791044776119403,0.19672131147540983
62094B,TURQ ICE CREAM BUM BAG ,bags,19,87,0.1792452830188679,0.19689119170984457
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,other,16,73,0.1797752808988764,0.19753086419753085
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,home decor,11,50,0.18032786885245902,0.1981981981981982
90012B,BLACK DROP CRYSTAL NECKLACE,other,13,59,0.18055555555555555,0.1984732824427481
85024C,PINK SMALL JEWELLED PHOTOFRAME,home decor,12,54,0.18181818181818182,0.2
90130A,WHITE STONE/CRYSTAL EARRINGS,other,6,27,0.18181818181818182,0.2
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,home decor,20,88,0.18518518518518517,0.20408163265306123
84206B,CAT WITH SUNGLASSES BLANK CARD,kitchen,5,22,0.18518518518518517,0.20408163265306123
20667,CHERRY BLOSSOM PURSE,bags,20,87,0.18691588785046728,0.20618556701030927
35909B,PINK FLOWERS RABBIT EASTER,home decor,8,34,0.19047619047619047,0.21052631578947367
85132a,CHARLIE + LOLA BISCUITS TINS,kitchen,8,34,0.19047619047619047,0.21052631578947367
84548,CROCHET BEAR RED/BLUE  KEYRING,other,22,93,0.19130434782608696,0.21153846153846154
21349,IVY HEART WREATH,home decor,18,76,0.19148936170212766,0.21176470588235294
20670,VIP HOLIDAY PURSE,bags,14,59,0.1917808219178082,0.21212121212121213
90064A,WHITE VINTAGE CRYSTAL EARRINGS,other,10,42,0.19230769230769232,0.2127659574468085
10124A,SPOTS ON RED BOOKCOVER TAPE,other,16,67,0.1927710843373494,0.21333333333333335
84415A,PINK FLOCK SUEDE CUSHION COVER ,other,12,50,0.1935483870967742,0.21428571428571427
16206B,RED PURSE WITH PINK HEART,home decor,7,29,0.19444444444444445,0.2153846153846154
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,stationery,9,37,0.1956521739130435,0.21686746987951808
35610A,PINK CHRISTMAS FLOCK DROPLET ,seasonal,10,41,0.19607843137254902,0.21739130434782608
21461,BLUE EASTER EGG HUNT START POST,seasonal,11,45,0.19642857142857142,0.21782178217821782
85031A,ROMANTIC IMAGES SCRAP BOOK SET,sets,16,65,0.19753086419753085,0.2191780821917808
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,stationery,14,56,0.2,0.2222222222222222
90177E,DROP DIAMANTE EARRINGS GREEN,other,14,56,0.2,0.2222222222222222
23613,SET 10 XMAS CARDS & BADGES 17070,gift/decorative,11,44,0.2,0.2222222222222222
90075,MONTANA DIAMOND CLUSTER NECKLACE,other,4,16,0.2,0.2222222222222222
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,kitchen,18,71,0.20224719101123595,0.225
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,sets,25,98,0.2032520325203252,0.22624434389140272
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,stationery,22,86,0.2037037037037037,0.2268041237113402
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,gift/decorative,8,31,0.20512820512820512,0.22857142857142856
90094,NECKLACE+BRACELET SET FRUIT SALAD ,sets,14,54,0.20588235294117646,0.22950819672131148
23468,TUSCAN VILLA BIRD TABLE ,other,19,73,0.20652173913043478,0.23030303030303031
84033,FLAG OF ST GEORGE ,other,23,88,0.2072072072072072,0.23115577889447236
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,home decor,23,88,0.2072072072072072,0.23115577889447236
81950V,FLOWER PURPLE CLOCK W/SUCKER,home decor,21,80,0.2079207920792079,0.23204419889502761
22125,UNION JACK HOT WATER BOTTLE ,kitchen,13,49,0.20967741935483872,0.23423423423423423
85014b,RED RETROSPOT UMBRELLA,other,25,94,0.21008403361344538,0.2347417840375587
85028S,FRENCH CHATEAU SMALL FRUITBOWL,kitchen,24,90,0.21052631578947367,0.23529411764705882
84596f,SMALL MARSHMALLOWS PINK BOWL,kitchen,16,60,0.21052631578947367,0.23529411764705882
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,other,8,30,0.21052631578947367,0.23529411764705882
23619,SET 10 CARDS POINSETTIA 17093,gift/decorative,4,15,0.21052631578947367,0.23529411764705882
DCGS0003,BOXED GLASS ASHTRAY,home decor,4,15,0.21052631578947367,0.23529411764705882
90185B,AMETHYST DIAMANTE EXPANDABLE RING,kitchen,23,86,0.21100917431192662,0.2358974358974359
90123A,PINK HEART OF GLASS BRACELET,home decor,15,56,0.2112676056338028,0.23622047244094488
90144,SILVER DROP EARRINGS WITH FLOWER,home decor,18,67,0.21176470588235294,0.23684210526315788
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,other,24,88,0.21428571428571427,0.24
84925D,LA PALMIERA WALL THERMOMETER,other,15,55,0.21428571428571427,0.24
47590b,PINK HAPPY BIRTHDAY BUNTING,kitchen,12,44,0.21428571428571427,0.24
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,home decor,8,29,0.21621621621621623,0.24242424242424243
84809B,PINK CHRYSANTHEMUMS ART FLOWER,home decor,18,65,0.21686746987951808,0.24324324324324326
84924F,PSYCHEDELIC METAL SIGN CALENDAR,home decor,10,36,0.21739130434782608,0.24390243902439024
84854,GIRLY PINK TOOL SET,sets,5,18,0.21739130434782608,0.24390243902439024
35958,FOLKART ZINC STAR CHRISTMAS DEC,seasonal,12,43,0.21818181818181817,0.24489795918367346
22415,WHITE TISSUE REAM,other,19,68,0.21839080459770116,0.24516129032258063
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,home decor,14,50,0.21875,0.24561403508771928
90083,CRYSTAL CZECH CROSS PHONE CHARM,other,25,89,0.21929824561403508,0.24630541871921183
84984B,RED PEONY CUSHION COVER ,other,17,60,0.22077922077922077,0.24817518248175183
23449,SET OF 6 EASTER RAINBOW CHICKS,seasonal,12,42,0.2222222222222222,0.25
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,home decor,12,42,0.2222222222222222,0.25
90214U,"LETTER ""U"" BLING KEY RING",other,12,42,0.2222222222222222,0.25
21357,TOAST ITS - DINOSAUR,other,19,66,0.2235294117647059,0.25165562913907286
71496B,A4 WALL TIDY RED FLOWERS,home decor,13,45,0.22413793103448276,0.2524271844660194
84857B,BLUE MONTE CARLO HANDBAG,bags,24,83,0.22429906542056074,0.25263157894736843
85084,HOLLY TOP CHRISTMAS STOCKING,seasonal,20,69,0.2247191011235955,0.25316455696202533
47013A,WINE BOTTLE DRESSING LT.BLUE,kitchen,14,48,0.22580645161290322,0.2545454545454545
85206B,PINK FELT EASTER EGG BASKET,seasonal,14,48,0.22580645161290322,0.2545454545454545
23627,SET 10 CARDS XMAS GRAPHIC  17218,gift/decorative,7,24,0.22580645161290322,0.2545454545454545
85092,CANDY SPOT TEA COSY,kitchen,27,92,0.226890756302521,0.2559241706161137
90082B,DIAMANTE BOW BROOCH RED COLOUR,other,27,92,0.226890756302521,0.2559241706161137
16161M,WRAP  PINK FLOCK,gift/decorative,25,85,0.22727272727272727,0.2564102564102564
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,home decor,5,17,0.22727272727272727,0.2564102564102564
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,home decor,28,95,0.22764227642276422,0.25688073394495414
62074B,ELEPHANT CLIP W SUCTION CUP,kitchen,16,54,0.22857142857142856,0.25806451612903225
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,sets,27,91,0.2288135593220339,0.2583732057416268
84732D,CUTE RABBIT CEATURE SCREEN ,other,11,37,0.22916666666666666,0.25882352941176473
90040B,MURANO STYLE GLASS BRACELET BLACK,kitchen,18,60,0.23076923076923078,0.2608695652173913
90036A,FLOWER GARLAND NECKLACE RED,home decor,6,20,0.23076923076923078,0.2608695652173913
85132c,CHARLIE AND LOLA FIGURES TINS,kitchen,3,10,0.23076923076923078,0.2608695652173913
84715,SET OF 6 ICE CREAM SKITTLES,sets,16,53,0.2318840579710145,0.26229508196721313
79066k,RETRO MOD TRAY,kitchen,17,56,0.2328767123287671,0.26356589147286824
90163B,WHITE ROSEBUD & PEARL NECKLACE,other,7,23,0.23333333333333334,0.2641509433962264
84751B,BLACK MEDIUM GLASS CAKE STAND,kitchen,19,62,0.2345679012345679,0.26573426573426573
84559b,3D SHEET OF CAT STICKERS,stationery,23,75,0.23469387755102042,0.2658959537572254
22765,NEWSPAPER STAND,stationery,27,88,0.23478260869565218,0.2660098522167488
84415B,BLUE FLOCK CUSHION COVER ,other,8,26,0.23529411764705882,0.26666666666666666
79323P,PINK CHERRY LIGHTS,home decor,4,13,0.23529411764705882,0.26666666666666666
23636,SET 10 CARDS WISHING TREE 17116,gift/decorative,9,29,0.23684210526315788,0.26865671641791045
90098,NECKLACE+BRACELET PINK BUTTERFLY,other,29,93,0.23770491803278687,0.26976744186046514
90182B,AMETHYST 3 BEAD DROP EARRINGS,other,5,16,0.23809523809523808,0.2702702702702703
35265,COLOURFUL FLOWER FRUIT BOWL,home decor,17,54,0.23943661971830985,0.272
47589,CONGRATULATIONS BUNTING,kitchen,13,41,0.24074074074074073,0.2736842105263158
84551,CROCHET DOG KEYRING,other,13,41,0.24074074074074073,0.2736842105263158
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,other,17,53,0.24285714285714285,0.2764227642276423
62097B,BLUE STRIPES SHOULDER BAG,bags,9,28,0.24324324324324326,0.27692307692307694
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",home decor,9,28,0.24324324324324326,0.27692307692307694
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,other,30,93,0.24390243902439024,0.2777777777777778
90039D,FIRE POLISHED GLASS BRACELET GREEN,kitchen,21,65,0.2441860465116279,0.2781456953642384
84247K,"FOLK ART GREETING CARD,pack/12",kitchen,23,71,0.24468085106382978,0.2787878787878788
79026B,"S/4 ICON COASTER,ELVIS LIVES",other,25,77,0.24509803921568626,0.27932960893854747
35647,VINTAGE BEAD PINK SHADE ,other,13,40,0.24528301886792453,0.27956989247311825
90040C,MURANO STYLE GLASS BRACELET GOLD,kitchen,15,46,0.2459016393442623,0.2803738317757009
10124G,ARMY CAMO BOOKCOVER TAPE,other,17,52,0.2463768115942029,0.2809917355371901
90183B,AMETHYST DROP EARRINGS W LONG BEADS,other,21,64,0.24705882352941178,0.28187919463087246
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,home decor,28,85,0.24778761061946902,0.2828282828282828
84907,PINK YELLOW PATCH CUSHION COVER,other,29,87,0.25,0.2857142857142857
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,home decor,26,78,0.25,0.2857142857142857
90133,TEAL/FUSCHIA COL BEAD NECKLACE,kitchen,19,57,0.25,0.2857142857142857
90180A,BLACK+WHITE NECKLACE W TASSEL,other,17,51,0.25,0.2857142857142857
21761,WOOD AND GLASS MEDICINE CABINET,kitchen,10,30,0.25,0.2857142857142857
90123B,TURQUOISE HEART OF GLASS BRACELET,home decor,9,27,0.25,0.2857142857142857
90120A,PINK MURANO TWIST BRACELET,other,7,21,0.25,0.2857142857142857
90214W,"LETTER ""W"" BLING KEY RING",other,16,47,0.25396825396825395,0.2909090909090909
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,home decor,15,44,0.2542372881355932,0.2912621359223301
90005A,JADE GREEN ENAMEL HAIR COMB,other,14,41,0.2545454545454545,0.2916666666666667
84709B,PINK OVAL JEWELLED MIRROR,home decor,20,58,0.2564102564102564,0.29411764705882354
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,kitchen,15,43,0.25862068965517243,0.297029702970297
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,home decor,7,20,0.25925925925925924,0.2978723404255319
15056p,EDWARDIAN PARASOL PINK,other,33,94,0.25984251968503935,0.2986425339366516
